Pose/Time (ns),TEM-1/Ampicillin - PersScore 0.588 PoseScore 0.991,TEM-1/Cefixime - PersScore 0.368 PoseScore 2.815
4.923,0.997816399,2.427085571
4.924,0.997828258,2.427002765
4.925,0.997754058,2.426900959
4.926,0.997690479,2.426901811
4.927,0.99774701,2.426971918
4.928,0.997681019,2.426997787
4.929,0.997720435,2.427064831
4.93,0.997684116,2.42715428
4.931,0.997667837,2.427147237
4.932,0.99766266,2.427156832
4.933,0.997556016,2.42712529
4.934,0.997567966,2.42711198
4.935,0.997599878,2.427126697
4.936,0.997592162,2.427069124
4.937,0.997543395,2.427005874
4.938,0.997485561,2.426892443
4.939,0.997542251,2.426854942
4.94,0.997609699,2.426865518
4.941,0.997697658,2.4268394
4.942,0.997756954,2.426837186
4.943,0.997835312,2.42674217
4.944,0.997876149,2.426699784
4.945,0.997939128,2.426643349
4.946,0.997983127,2.42658585
4.947,0.998078533,2.426652251
4.948,0.998168926,2.426644241
4.949,0.998275103,2.426566798
4.95,0.998335808,2.426617792
4.951,0.998402446,2.42672731
4.952,0.99845383,2.426711347
4.953,0.998532768,2.426786191
4.954,0.998635768,2.426851314
4.955,0.998658817,2.426894261
4.956,0.998707453,2.426891016
4.957,0.998785215,2.427063513
4.958,0.998879013,2.427038891
4.959,0.998936709,2.427055894
4.96,0.99899926,2.427074612
4.961,0.999125489,2.427165704
4.962,0.999237805,2.427211341
4.963,0.999312278,2.427444358
4.964,0.999368032,2.427598746
4.965,0.999425399,2.427798921
4.966,0.999501443,2.427902052
4.967,0.999616226,2.428057148
4.968,0.999681614,2.428155308
4.969,0.999761103,2.428290378
4.97,0.999801281,2.428420106
4.971,0.999902939,2.428424647
4.972,0.999955473,2.428513722
4.973,1.000064568,2.428560486
4.974,1.000110068,2.428742423
4.975,1.000150716,2.428706801
4.976,1.000222794,2.428751145
4.977,1.000287018,2.428791789
4.978,1.000315191,2.428784875
4.979,1.000326738,2.428785943
4.98,1.000316539,2.428895091
4.981,1.000393298,2.428865457
4.982,1.000426528,2.429009241
4.983,1.000445787,2.42912488
4.984,1.000485508,2.429284277
4.985,1.000543616,2.429391508
4.986,1.000530069,2.429562733
4.987,1.000610154,2.429700045
4.988,1.000677587,2.429743884
4.989,1.00069512,2.429802368
4.99,1.000729342,2.429877099
4.991,1.000657785,2.429916231
4.992,1.000730758,2.430016989
4.993,1.000800504,2.430088362
4.994,1.00086041,2.430282094
4.995,1.00087205,2.430330798
4.996,1.000868652,2.430347198
4.997,1.000866192,2.430454233
4.998,1.000805644,2.430438192
4.999,1.000762661,2.430508252
5,1.000811414,2.430573019
5.001,1.000804229,2.430541724
5.002,1.000871188,2.430569745
5.003,1.000927585,2.430715259
5.004,1.000900051,2.430869122
5.005,1.000986389,2.430959264
5.006,1.001056087,2.43104738
5.007,1.001142209,2.431092228
5.008,1.001212023,2.431177777
5.009,1.001265919,2.431245281
5.01,1.001247225,2.431328375
5.011,1.001265876,2.431419798
5.012,1.00128242,2.431618734
5.013,1.001280181,2.431745785
5.014,1.001248245,2.431842708
5.015,1.00125472,2.431918898
5.016,1.001265669,2.431979688
5.017,1.001313015,2.432134665
5.018,1.001295774,2.432144197
5.019,1.001364602,2.432179387
5.02,1.001426193,2.432279905
5.021,1.001427807,2.432297262
5.022,1.001453845,2.432366203
5.023,1.001500029,2.432445912
5.024,1.001534495,2.432506995
5.025,1.001522624,2.432636944
5.026,1.001525705,2.43282892
5.027,1.001487383,2.43318952
5.028,1.001485725,2.433375275
5.029,1.001391524,2.43358479
5.03,1.001388982,2.433884271
5.031,1.001283865,2.434129277
5.032,1.001199195,2.434444515
5.033,1.001111944,2.434692119
5.034,1.001111096,2.435030331
5.035,1.001122335,2.435298463
5.036,1.001126486,2.435426352
5.037,1.001169211,2.435785128
5.038,1.001191066,2.436091813
5.039,1.001164426,2.436346316
5.04,1.001101696,2.436601975
5.041,1.001075912,2.436815118
5.042,1.001080412,2.436928127
5.043,1.001008406,2.437069364
5.044,1.000872061,2.437236464
5.045,1.000850609,2.437350962
5.046,1.000802607,2.437533633
5.047,1.00077065,2.437780821
5.048,1.000806294,2.437996149
5.049,1.00081747,2.438160734
5.05,1.000836451,2.438167436
5.051,1.000697595,2.438259568
5.052,1.000584389,2.438287338
5.053,1.000519333,2.438368987
5.054,1.000496267,2.438455826
5.055,1.000452355,2.438574149
5.056,1.000381878,2.43863548
5.057,1.000284608,2.438711013
5.058,1.000247381,2.438766384
5.059,1.000187227,2.438981382
5.06,1.000066896,2.439161647
5.061,1.000097104,2.439388138
5.062,1.000062387,2.439642704
5.063,1.000050799,2.439807835
5.064,1.000044506,2.439898404
5.065,1.000000023,2.43990331
5.066,0.999947429,2.439989732
5.067,0.999929283,2.44007864
5.068,0.999977933,2.440163902
5.069,0.999898712,2.440248678
5.07,0.999860826,2.440270804
5.071,0.999901388,2.440307516
5.072,0.999922201,2.440514869
5.073,0.999969294,2.440572053
5.074,0.999976383,2.440674727
5.075,1.000012587,2.440882887
5.076,1.000052523,2.440957169
5.077,1.000032832,2.441092229
5.078,0.999994924,2.44126174
5.079,1.000012284,2.441375858
5.08,1.000016097,2.441537499
5.081,1.000066832,2.441613483
5.082,1.000107711,2.441815342
5.083,1.000197293,2.441873326
5.084,1.000307799,2.441885863
5.085,1.000393348,2.441994017
5.086,1.000434389,2.442098601
5.087,1.000497358,2.442194642
5.088,1.000577111,2.442265991
5.089,1.000663079,2.442327815
5.09,1.000740606,2.442335014
5.091,1.000816595,2.442509868
5.092,1.000935752,2.442611917
5.093,1.001000235,2.442709719
5.094,1.001064546,2.442837765
5.095,1.001125638,2.442936452
5.096,1.001203116,2.443139044
5.097,1.001191827,2.443166189
5.098,1.00122604,2.44316292
5.099,1.001239684,2.443155326
5.1,1.001192826,2.443283287
5.101,1.001249104,2.443421029
5.102,1.00125376,2.443630487
5.103,1.001309086,2.443825236
5.104,1.001391051,2.444159337
5.105,1.001487864,2.44447384
5.106,1.001535977,2.444888404
5.107,1.001578605,2.445227465
5.108,1.001557784,2.445485509
5.109,1.001554476,2.445797901
5.11,1.001569621,2.446075723
5.111,1.001559191,2.446527589
5.112,1.001508825,2.446829986
5.113,1.001490498,2.446974072
5.114,1.0014629,2.447250084
5.115,1.001467789,2.44746636
5.116,1.001491547,2.447710749
5.117,1.001510089,2.448052394
5.118,1.001488552,2.448413783
5.119,1.001475747,2.448631823
5.12,1.001398886,2.448747885
5.121,1.001400087,2.448880746
5.122,1.001414929,2.449103616
5.123,1.001473757,2.449330833
5.124,1.001489273,2.449721362
5.125,1.001482206,2.450143474
5.126,1.001521253,2.450354975
5.127,1.001526282,2.450514287
5.128,1.001546309,2.450607505
5.129,1.001557892,2.450825365
5.13,1.001551435,2.450981621
5.131,1.001519696,2.45101366
5.132,1.001556926,2.451242995
5.133,1.001530921,2.451458741
5.134,1.001462727,2.451690844
5.135,1.001421702,2.451846869
5.136,1.001367505,2.451961756
5.137,1.001331299,2.452087079
5.138,1.001329922,2.452269676
5.139,1.001336239,2.452371851
5.14,1.0012795,2.452524147
5.141,1.001257555,2.45265277
5.142,1.001265046,2.452892641
5.143,1.00126408,2.453260682
5.144,1.00129101,2.4535498
5.145,1.001299285,2.453810003
5.146,1.001312758,2.45409352
5.147,1.001396285,2.454422204
5.148,1.001400799,2.454615022
5.149,1.001394498,2.454750392
5.15,1.001366337,2.455007556
5.151,1.001376378,2.455232043
5.152,1.001395126,2.455441305
5.153,1.001403171,2.455736557
5.154,1.001398781,2.455818554
5.155,1.001381585,2.455982533
5.156,1.001364495,2.456056073
5.157,1.00135282,2.456126839
5.158,1.001317423,2.456265266
5.159,1.001267138,2.456488708
5.16,1.0012886,2.45662289
5.161,1.001327585,2.456697284
5.162,1.001313255,2.45698518
5.163,1.001239604,2.457182408
5.164,1.00125235,2.457446215
5.165,1.001306354,2.45779214
5.166,1.001237719,2.457903364
5.167,1.00116247,2.457986986
5.168,1.001114766,2.458051595
5.169,1.001065851,2.458108017
5.17,1.001025509,2.458137455
5.171,1.001019135,2.458192048
5.172,1.000941529,2.458242119
5.173,1.000845113,2.458362069
5.174,1.000786594,2.458360593
5.175,1.000717626,2.458367594
5.176,1.000666912,2.458393175
5.177,1.000632794,2.458390336
5.178,1.000590306,2.458579357
5.179,1.000582331,2.458708623
5.18,1.000444404,2.458820057
5.181,1.000353477,2.45906126
5.182,1.000298315,2.459259058
5.183,1.000348377,2.459383088
5.184,1.000348451,2.459484842
5.185,1.000354572,2.459572878
5.186,1.000185687,2.459585149
5.187,1.000089141,2.459586312
5.188,0.999990713,2.459578468
5.189,1.000016544,2.459601534
5.19,0.999940672,2.459601482
5.191,0.999907309,2.4595845
5.192,0.999820255,2.459639119
5.193,0.999707864,2.459624873
5.194,0.999646859,2.459602572
5.195,0.999576634,2.459535623
5.196,0.999475828,2.459568061
5.197,0.999417207,2.459647882
5.198,0.999327105,2.459681321
5.199,0.999209428,2.45979771
5.2,0.999113326,2.459691156
5.201,0.99904688,2.459833751
5.202,0.99909472,2.459961112
5.203,0.999062047,2.460005364
5.204,0.99906178,2.460110282
5.205,0.999008101,2.460177441
5.206,0.998859091,2.460178764
5.207,0.99881649,2.460129354
5.208,0.998815397,2.460201722
5.209,0.998822963,2.460176104
5.21,0.998791321,2.460188539
5.211,0.998776901,2.460118878
5.212,0.998742351,2.460108355
5.213,0.998705429,2.460173388
5.214,0.99867045,2.460192615
5.215,0.998577147,2.460163322
5.216,0.998551749,2.460152751
5.217,0.998547472,2.460213248
5.218,0.99861153,2.460304364
5.219,0.998637006,2.460330105
5.22,0.998647036,2.460404687
5.221,0.998660437,2.460437487
5.222,0.998722606,2.460419646
5.223,0.998702732,2.460464814
5.224,0.99872447,2.460504714
5.225,0.998684532,2.460557452
5.226,0.99863245,2.460664657
5.227,0.998505997,2.460679027
5.228,0.998437834,2.460795291
5.229,0.998388455,2.460796893
5.23,0.998360639,2.460822505
5.231,0.998367874,2.460946841
5.232,0.998327198,2.461004915
5.233,0.998225643,2.461226492
5.234,0.99827657,2.461367318
5.235,0.998308842,2.461491697
5.236,0.998328542,2.461553115
5.237,0.998322336,2.461547011
5.238,0.998307505,2.461646742
5.239,0.998340325,2.461612809
5.24,0.998388157,2.461645382
5.241,0.998377441,2.461615534
5.242,0.998389983,2.461605778
5.243,0.998449085,2.461684448
5.244,0.998378956,2.461862048
5.245,0.998357781,2.462098473
5.246,0.998381862,2.462292424
5.247,0.998440995,2.462586334
5.248,0.998470664,2.462847643
5.249,0.998527204,2.462921877
5.25,0.99856721,2.46304074
5.251,0.998597594,2.463142481
5.252,0.998595659,2.463147538
5.253,0.998531171,2.4632412
5.254,0.99850718,2.463280686
5.255,0.998368708,2.46339796
5.256,0.998260905,2.463464295
5.257,0.998259147,2.463474179
5.258,0.998258844,2.463530577
5.259,0.99827048,2.463547757
5.26,0.998239479,2.463565338
5.261,0.998287627,2.46352921
5.262,0.99833694,2.463476679
5.263,0.998301158,2.463517489
5.264,0.998273902,2.463520877
5.265,0.998287521,2.463505774
5.266,0.998194376,2.4634783
5.267,0.998173807,2.463600218
5.268,0.998073668,2.463706151
5.269,0.998054114,2.463782711
5.27,0.998071018,2.463842151
5.271,0.998102997,2.463971462
5.272,0.998095875,2.464121511
5.273,0.998068586,2.464285205
5.274,0.998045972,2.464329425
5.275,0.997922421,2.464412051
5.276,0.998005815,2.464448334
5.277,0.998004325,2.464583629
5.278,0.998067297,2.464686069
5.279,0.998045227,2.464794234
5.28,0.998091648,2.464918895
5.281,0.998104904,2.465073542
5.282,0.998222283,2.465126111
5.283,0.998269782,2.465222584
5.284,0.998339833,2.465279838
5.285,0.998389072,2.465358736
5.286,0.99845077,2.465338003
5.287,0.998496836,2.465452655
5.288,0.998501368,2.465567271
5.289,0.998521998,2.465630056
5.29,0.998450715,2.465736576
5.291,0.998479139,2.465719185
5.292,0.998454726,2.465764729
5.293,0.998452408,2.465813287
5.294,0.998472238,2.465886963
5.295,0.998342818,2.465975959
5.296,0.998291891,2.466098504
5.297,0.998185995,2.466195727
5.298,0.998051794,2.466293275
5.299,0.998030413,2.466392873
5.3,0.998054713,2.466578344
5.301,0.998014471,2.466725526
5.302,0.997944133,2.466864347
5.303,0.997906416,2.466988087
5.304,0.997824241,2.467124347
5.305,0.997778301,2.467263622
5.306,0.99770842,2.467405788
5.307,0.997631795,2.467496468
5.308,0.997607038,2.467663761
5.309,0.997614558,2.467761801
5.31,0.997542501,2.467892713
5.311,0.99747354,2.468003119
5.312,0.99738646,2.468104795
5.313,0.997323222,2.468258652
5.314,0.997284335,2.468446821
5.315,0.997251668,2.468558339
5.316,0.997176481,2.468673742
5.317,0.997051756,2.468851645
5.318,0.99691177,2.468910909
5.319,0.996807924,2.469016908
5.32,0.996722381,2.469082612
5.321,0.996584483,2.469181657
5.322,0.996502678,2.469253067
5.323,0.996510051,2.469410803
5.324,0.996473399,2.469424804
5.325,0.996446799,2.469451637
5.326,0.996362751,2.469467407
5.327,0.996280803,2.469500933
5.328,0.996214365,2.469595969
5.329,0.996070335,2.469598702
5.33,0.995991596,2.469590561
5.331,0.99600745,2.469700713
5.332,0.995904071,2.469895408
5.333,0.995838751,2.470045922
5.334,0.995723064,2.470157696
5.335,0.995656253,2.4702647
5.336,0.995615071,2.470431787
5.337,0.995542138,2.470612732
5.338,0.995627879,2.470808471
5.339,0.995600307,2.470905281
5.34,0.995565381,2.470920921
5.341,0.995583762,2.471024063
5.342,0.995653766,2.471112366
5.343,0.995653011,2.471181115
5.344,0.995674148,2.471249033
5.345,0.995709842,2.471293394
5.346,0.99575982,2.471376746
5.347,0.995785816,2.471451776
5.348,0.995807529,2.47153585
5.349,0.99585668,2.47169758
5.35,0.995905544,2.471858352
5.351,0.995868622,2.472007324
5.352,0.995888929,2.472154238
5.353,0.99592345,2.472287516
5.354,0.995994602,2.472446325
5.355,0.996019134,2.472652432
5.356,0.996040996,2.472801094
5.357,0.996075939,2.472965705
5.358,0.996112631,2.473096179
5.359,0.996115611,2.473217486
5.36,0.996140725,2.473392309
5.361,0.996155111,2.473478756
5.362,0.996172076,2.473597225
5.363,0.996159646,2.47373014
5.364,0.996166293,2.4738292
5.365,0.996177551,2.473935481
5.366,0.996170934,2.473990424
5.367,0.996145229,2.474137336
5.368,0.996150392,2.474254688
5.369,0.996147485,2.474280903
5.37,0.99618674,2.474379698
5.371,0.996216571,2.474452935
5.372,0.996227231,2.47460166
5.373,0.996309708,2.474816668
5.374,0.996282878,2.474948787
5.375,0.996306712,2.475116138
5.376,0.996354665,2.475203831
5.377,0.996372126,2.475270789
5.378,0.996399925,2.475379412
5.379,0.996424468,2.475504324
5.38,0.99640841,2.475662254
5.381,0.996445036,2.475750351
5.382,0.996552219,2.47589103
5.383,0.996642368,2.475979667
5.384,0.996694572,2.476200965
5.385,0.99673203,2.476295738
5.386,0.996756797,2.476383729
5.387,0.996788305,2.476478015
5.388,0.99684964,2.476654629
5.389,0.996893649,2.476747766
5.39,0.996931024,2.476916418
5.391,0.996988726,2.477095761
5.392,0.997038167,2.477195155
5.393,0.997012883,2.477393301
5.394,0.997048868,2.477651777
5.395,0.996963375,2.477822961
5.396,0.997000009,2.477892882
5.397,0.997012258,2.478001833
5.398,0.9969832,2.478133364
5.399,0.996943289,2.478267572
5.4,0.996939213,2.478294313
5.401,0.996989086,2.478285462
5.402,0.997013843,2.478505201
5.403,0.997014121,2.478571721
5.404,0.997017184,2.478675358
5.405,0.997053012,2.478794647
5.406,0.997101849,2.478968605
5.407,0.997125435,2.479089051
5.408,0.997173653,2.479267418
5.409,0.997208074,2.479348566
5.41,0.997170272,2.47955251
5.411,0.997253556,2.479654074
5.412,0.997291675,2.479710477
5.413,0.997409417,2.479758827
5.414,0.997508384,2.479767987
5.415,0.997545623,2.479773754
5.416,0.997611438,2.47979001
5.417,0.997628562,2.479892003
5.418,0.997654646,2.479979935
5.419,0.99770814,2.48015442
5.42,0.997753513,2.480289437
5.421,0.997818037,2.480357456
5.422,0.997810167,2.480428078
5.423,0.997849512,2.480574226
5.424,0.99793283,2.480645418
5.425,0.997997104,2.480732079
5.426,0.998099796,2.480731261
5.427,0.998177835,2.480749323
5.428,0.998277716,2.480801985
5.429,0.998372424,2.480817253
5.43,0.998495355,2.480862686
5.431,0.998552061,2.480863836
5.432,0.998556196,2.480988546
5.433,0.99856487,2.481052879
5.434,0.998606216,2.48116155
5.435,0.998652796,2.481200641
5.436,0.998675163,2.481260067
5.437,0.998728985,2.481308118
5.438,0.998788767,2.481392963
5.439,0.998835398,2.481563265
5.44,0.998871767,2.481753882
5.441,0.998956074,2.48194466
5.442,0.998992553,2.482199307
5.443,0.999032084,2.482350755
5.444,0.999043406,2.482508681
5.445,0.999040916,2.482748019
5.446,0.999103345,2.482966015
5.447,0.99910878,2.48322369
5.448,0.999121656,2.483378235
5.449,0.999160838,2.483530061
5.45,0.999229505,2.483725041
5.451,0.999245757,2.483819895
5.452,0.999290617,2.483956147
5.453,0.999340584,2.484012053
5.454,0.999404814,2.484091178
5.455,0.999495719,2.484188311
5.456,0.999509329,2.484365446
5.457,0.999588704,2.484542823
5.458,0.999653577,2.484733772
5.459,0.999734389,2.485077434
5.46,0.999778836,2.485195958
5.461,0.999847173,2.485385605
5.462,0.99990047,2.485559215
5.463,0.999932048,2.485760913
5.464,1.000006275,2.485889008
5.465,1.000059604,2.486003512
5.466,1.000061959,2.486188612
5.467,1.000100499,2.486267463
5.468,1.000153727,2.486378654
5.469,1.000232593,2.486534314
5.47,1.000283605,2.486675114
5.471,1.000347398,2.486877471
5.472,1.000437896,2.487100367
5.473,1.000509848,2.487401215
5.474,1.000594215,2.487685521
5.475,1.000707191,2.487964432
5.476,1.000776506,2.488123824
5.477,1.000777666,2.488298135
5.478,1.00075746,2.488442908
5.479,1.00072398,2.488567334
5.48,1.000760836,2.488671625
5.481,1.000706564,2.488824654
5.482,1.000723527,2.489020073
5.483,1.000756757,2.48913781
5.484,1.000791521,2.489224735
5.485,1.000786168,2.489362456
5.486,1.00077144,2.489527975
5.487,1.000778389,2.489678602
5.488,1.000837633,2.48980458
5.489,1.000886771,2.489875401
5.49,1.00094207,2.490054358
5.491,1.000946384,2.490270003
5.492,1.000981281,2.490471432
5.493,1.001007391,2.490571687
5.494,1.000989803,2.490726614
5.495,1.000990701,2.490826833
5.496,1.000955169,2.490982501
5.497,1.000991463,2.491105473
5.498,1.00092934,2.491181337
5.499,1.0009284,2.491230767
5.5,1.000987135,2.491401108
5.501,1.001040228,2.491546854
5.502,1.001078618,2.491605566
5.503,1.001096576,2.491713633
5.504,1.001067422,2.491893773
5.505,1.001069145,2.49204386
5.506,1.001090725,2.4922145
5.507,1.001153073,2.4923217
5.508,1.00115433,2.492472704
5.509,1.001210567,2.492586026
5.51,1.001269894,2.492741078
5.511,1.001353978,2.49292642
5.512,1.001412955,2.49315337
5.513,1.001470461,2.493287603
5.514,1.001511903,2.49340139
5.515,1.001578543,2.49337313
5.516,1.001649661,2.493469065
5.517,1.001684549,2.49365063
5.518,1.001748478,2.493713794
5.519,1.001748679,2.493885076
5.52,1.001747674,2.493983268
5.521,1.001736431,2.493997196
5.522,1.001701875,2.49403048
5.523,1.001735988,2.494155856
5.524,1.001713808,2.494175819
5.525,1.001734173,2.494281876
5.526,1.001777582,2.494351488
5.527,1.001786307,2.494443139
5.528,1.001805087,2.494542515
5.529,1.001873607,2.494634831
5.53,1.001971123,2.494771784
5.531,1.002032667,2.494935016
5.532,1.002111301,2.495127361
5.533,1.002191986,2.495321812
5.534,1.002311256,2.495385822
5.535,1.002358564,2.495494184
5.536,1.002397677,2.4956927
5.537,1.002472334,2.49584996
5.538,1.002518206,2.495998225
5.539,1.002569898,2.496147064
5.54,1.00266181,2.496317726
5.541,1.002704567,2.496495058
5.542,1.00278046,2.496701919
5.543,1.00278033,2.496895963
5.544,1.002726732,2.497022842
5.545,1.002741678,2.497188089
5.546,1.002756296,2.497308714
5.547,1.002767133,2.497495298
5.548,1.002761479,2.497668403
5.549,1.002764685,2.497826021
5.55,1.002714889,2.497980027
5.551,1.002652366,2.498051166
5.552,1.002582697,2.498295072
5.553,1.002561895,2.498406167
5.554,1.00253059,2.498546008
5.555,1.002546357,2.498716767
5.556,1.002547913,2.498936931
5.557,1.002492202,2.499048735
5.558,1.002522254,2.499254778
5.559,1.002577726,2.499561706
5.56,1.002648472,2.499838418
5.561,1.002598451,2.500078974
5.562,1.00254342,2.5005016
5.563,1.002511651,2.500848301
5.564,1.00247923,2.501066617
5.565,1.002438601,2.501222084
5.566,1.002415858,2.501508436
5.567,1.002390911,2.501885014
5.568,1.00239057,2.502075558
5.569,1.002385324,2.50242458
5.57,1.002347218,2.502675915
5.571,1.002374997,2.502912382
5.572,1.002367567,2.503159849
5.573,1.002374583,2.50339577
5.574,1.002405515,2.503742095
5.575,1.002374339,2.504178955
5.576,1.002408274,2.504474303
5.577,1.002412759,2.504710854
5.578,1.002389899,2.505021489
5.579,1.002378994,2.50528422
5.58,1.002318107,2.505410829
5.581,1.002357575,2.505684622
5.582,1.002428792,2.50595866
5.583,1.002437057,2.506233891
5.584,1.002455784,2.506484094
5.585,1.002527127,2.50676712
5.586,1.002554129,2.507049715
5.587,1.00258092,2.507264334
5.588,1.00263765,2.507465449
5.589,1.002617479,2.507671996
5.59,1.002607351,2.50786526
5.591,1.002605842,2.508039414
5.592,1.002568073,2.508243955
5.593,1.00251719,2.508456296
5.594,1.002542095,2.508635672
5.595,1.002525933,2.508864949
5.596,1.002514675,2.509189589
5.597,1.002556426,2.509454283
5.598,1.002583958,2.509701828
5.599,1.002598707,2.510053215
5.6,1.002637348,2.510354037
5.601,1.002697086,2.510643462
5.602,1.002701795,2.51083383
5.603,1.002671627,2.511101002
5.604,1.002645987,2.511256279
5.605,1.002599682,2.511390929
5.606,1.002572902,2.511599404
5.607,1.00261439,2.511724049
5.608,1.002623598,2.511870555
5.609,1.002639082,2.512030752
5.61,1.002715069,2.512059531
5.611,1.002740772,2.512168229
5.612,1.002669443,2.512337039
5.613,1.002715777,2.512484859
5.614,1.002753279,2.512543687
5.615,1.002751071,2.512560382
5.616,1.002742338,2.512733708
5.617,1.002768489,2.512830564
5.618,1.002830063,2.512954414
5.619,1.002865495,2.513045405
5.62,1.00288343,2.513077147
5.621,1.002911859,2.513132765
5.622,1.002920016,2.513199278
5.623,1.002821264,2.513200453
5.624,1.002821443,2.513321162
5.625,1.0027878,2.513390628
5.626,1.002727524,2.513480684
5.627,1.002773554,2.513791381
5.628,1.002753369,2.513968675
5.629,1.002742485,2.51418625
5.63,1.002653174,2.514437794
5.631,1.002614271,2.514594205
5.632,1.002629482,2.51474068
5.633,1.002679106,2.514910932
5.634,1.002695832,2.515167539
5.635,1.002756643,2.51539621
5.636,1.00282913,2.515643096
5.637,1.002907532,2.515995134
5.638,1.002941305,2.516263188
5.639,1.003017552,2.516504938
5.64,1.003054983,2.516620642
5.641,1.003033974,2.516748598
5.642,1.003061205,2.516925657
5.643,1.003064154,2.517084974
5.644,1.003033007,2.51720178
5.645,1.003139587,2.517352161
5.646,1.003231633,2.517490485
5.647,1.003315562,2.517671952
5.648,1.003290857,2.517858618
5.649,1.003216238,2.517985235
5.65,1.00316161,2.518184792
5.651,1.003230495,2.518358939
5.652,1.003283934,2.518442261
5.653,1.003347527,2.518489954
5.654,1.003393493,2.518557119
5.655,1.003456732,2.51867185
5.656,1.003475455,2.518772193
5.657,1.003506277,2.518915745
5.658,1.003517507,2.519008864
5.659,1.003594329,2.519205992
5.66,1.003589711,2.51941316
5.661,1.003611003,2.519587734
5.662,1.003695747,2.519802215
5.663,1.003722678,2.520000304
5.664,1.00374789,2.520186007
5.665,1.003764445,2.520435692
5.666,1.003772176,2.520664337
5.667,1.003746636,2.520846231
5.668,1.003731496,2.521036012
5.669,1.003716298,2.521261376
5.67,1.003727482,2.521539034
5.671,1.003780342,2.521726551
5.672,1.00382804,2.521884317
5.673,1.003832536,2.522068595
5.674,1.003896695,2.522235441
5.675,1.003935425,2.522443719
5.676,1.004050981,2.522657997
5.677,1.004014651,2.522857635
5.678,1.00407148,2.523079299
5.679,1.004018644,2.523299419
5.68,1.00401903,2.523532711
5.681,1.004046348,2.523703975
5.682,1.004143853,2.52384243
5.683,1.004170893,2.524008785
5.684,1.004132266,2.524138922
5.685,1.004127995,2.524242129
5.686,1.004159925,2.524474296
5.687,1.00414251,2.524699864
5.688,1.004139375,2.524987968
5.689,1.004188136,2.525116555
5.69,1.004227181,2.525351198
5.691,1.004167637,2.525565747
5.692,1.004157085,2.525889325
5.693,1.004160352,2.526202101
5.694,1.00409872,2.526429009
5.695,1.004117656,2.526744445
5.696,1.004074992,2.527005293
5.697,1.004063809,2.527267355
5.698,1.004036039,2.52748712
5.699,1.004038078,2.527695793
5.7,1.004041136,2.527920354
5.701,1.004062573,2.528194926
5.702,1.004040757,2.528473715
5.703,1.004011505,2.52859273
5.704,1.003963216,2.528741639
5.705,1.003929665,2.528896167
5.706,1.003946963,2.529090708
5.707,1.003878182,2.529309277
5.708,1.003802534,2.529490145
5.709,1.003789898,2.5296779
5.71,1.00375106,2.529918787
5.711,1.003779561,2.530219507
5.712,1.003763047,2.530430963
5.713,1.003725297,2.530654887
5.714,1.003769078,2.530820224
5.715,1.003842509,2.531066852
5.716,1.003857907,2.531251867
5.717,1.003861551,2.531443836
5.718,1.003900193,2.531620225
5.719,1.003889953,2.531865134
5.72,1.003950966,2.532058662
5.721,1.003988587,2.532254654
5.722,1.004043514,2.53252883
5.723,1.004043518,2.532755681
5.724,1.004113749,2.533030556
5.725,1.004166166,2.533328934
5.726,1.0042711,2.533503862
5.727,1.004316679,2.53379916
5.728,1.004383281,2.534082244
5.729,1.004434641,2.534464808
5.73,1.004498639,2.534696914
5.731,1.00455084,2.534960305
5.732,1.004596938,2.535248185
5.733,1.004582282,2.535499052
5.734,1.004572753,2.535845618
5.735,1.004581041,2.536212374
5.736,1.004555647,2.536485578
5.737,1.004582418,2.536856418
5.738,1.004666373,2.53721064
5.739,1.004738713,2.53746161
5.74,1.004794412,2.537793887
5.741,1.004856072,2.538101555
5.742,1.004911469,2.538366728
5.743,1.004982508,2.538617356
5.744,1.004987205,2.538902024
5.745,1.00502519,2.539268933
5.746,1.005033412,2.539478499
5.747,1.005051968,2.53975868
5.748,1.005033362,2.540051788
5.749,1.005032222,2.540385868
5.75,1.005089993,2.540729758
5.751,1.005151565,2.541006952
5.752,1.00522684,2.541211715
5.753,1.0053103,2.541577505
5.754,1.005409185,2.541906333
5.755,1.005483179,2.54221101
5.756,1.00554212,2.542459951
5.757,1.005618442,2.542742873
5.758,1.005704837,2.542971729
5.759,1.005792142,2.543217238
5.76,1.005864351,2.543413833
5.761,1.005926709,2.543621635
5.762,1.005971892,2.543791086
5.763,1.006039816,2.544076014
5.764,1.006078993,2.54441282
5.765,1.006158324,2.544770507
5.766,1.006241887,2.545152795
5.767,1.006324318,2.545446924
5.768,1.006364685,2.545757696
5.769,1.006418433,2.54606079
5.77,1.006469245,2.546292588
5.771,1.006515236,2.546590918
5.772,1.006531019,2.546918384
5.773,1.006628521,2.547197228
5.774,1.006686921,2.547504639
5.775,1.006717165,2.547879363
5.776,1.006681747,2.548254492
5.777,1.006678132,2.548495709
5.778,1.006714042,2.54875827
5.779,1.006711522,2.548995248
5.78,1.006740601,2.549322199
5.781,1.006745398,2.549635655
5.782,1.006726445,2.550075818
5.783,1.006705507,2.550467656
5.784,1.006700551,2.550954321
5.785,1.006683264,2.55131844
5.786,1.006731777,2.551554061
5.787,1.006746231,2.55194182
5.788,1.006738653,2.552252582
5.789,1.006744779,2.552574713
5.79,1.006739795,2.552860127
5.791,1.006732325,2.553157374
5.792,1.006733139,2.553554258
